取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/08/13 09:02:45,-,2,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000302
2025/08/13 09:02:45,408,-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPay残高,-,本人,05012200000302
2025/08/13 19:04:15,-,15,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000303
2025/08/13 19:04:15,"3,084",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000303
2025/08/14 14:44:02,-,3,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000304
2025/08/14 14:44:02,605,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000304
2025/08/14 19:08:07,-,"10,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000288
2025/08/15 11:54:43,-,6,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000305
2025/08/15 11:54:43,618,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000305
2025/08/15 16:03:31,"6,267",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000287
2025/08/16 07:27:56,-,22,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000306
2025/08/16 07:27:56,"4,402",-,-,-,-,日本,支払い,Yahoo!ショッピング,クレジット Mastercard 0000,ー回払い,本人,05012200000306
2025/08/17 11:14:07,-,4,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000307
2025/08/17 11:14:07,922,-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000307
2025/08/18 08:16:29,-,145,-,-,-,日本,ポイント、残高の獲得,ABCマート - 駅ビル店,PayPayポイント,-,本人,05012200000308
2025/08/18 08:16:29,"9,705",-,-,-,-,日本,支払い,ABCマート - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000308
2025/08/18 13:03:16,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000283
2025/08/19 11:17:48,-,21,-,-,-,日本,ポイント、残高の獲得,ダイソー - 中央店,PayPayポイント,-,本人,05012200000310
2025/08/19 11:17:48,"1,420",-,-,-,-,日本,支払い,ダイソー - 中央店,PayPayあと払い,-,本人,05012200000310
2025/08/19 15:46:55,-,14,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000309
2025/08/19 15:46:55,"1,409",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000309
2025/08/20 21:50:11,-,12,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000311
2025/08/20 21:50:11,"1,247",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000311
2025/08/21 09:20:58,-,16,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000312
2025/08/21 09:20:58,"1,111",-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPay残高,-,本人,05012200000312
2025/08/21 19:19:41,"10,135",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000286
2025/08/22 20:59:17,-,13,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000313
2025/08/22 20:59:17,"1,340",-,-,-,-,日本,支払い,すき家 - 東口店,PayPayあと払い,-,本人,05012200000313
2025/08/23 12:41:31,-,10,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000315
2025/08/23 12:41:31,685,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPay残高,-,本人,05012200000315
2025/08/23 22:56:00,-,9,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000314
2025/08/23 22:56:00,936,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000314
2025/08/24 09:36:39,-,6,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000316
2025/08/24 09:36:39,433,-,-,-,-,日本,支払い,ローソン - 駅前店,クレジット Mastercard 0000,ー回払い,本人,05012200000316
2025/08/24 13:22:25,-,64,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000317
2025/08/24 13:22:25,"4,274",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000317
2025/08/24 16:06:43,-,6,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000318
2025/08/24 16:06:43,634,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000318
2025/08/24 21:36:28,-,2,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000319
2025/08/24 21:36:28,424,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,クレジット Mastercard 0000,ー回払い,本人,05012200000319
2025/08/26 16:36:07,-,3,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000320
2025/08/26 16:36:07,608,-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPayあと払い,-,本人,05012200000320
2025/08/27 07:03:39,-,9,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000321
2025/08/27 07:03:39,942,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000321
2025/08/27 07:42:40,-,6,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000324
2025/08/27 07:42:40,626,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000324
2025/08/27 08:53:57,-,14,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000323
2025/08/27 08:53:57,"2,987",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000323
2025/08/27 12:31:50,-,66,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000322
2025/08/27 12:31:50,"4,449",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000322
2025/08/27 22:45:32,-,43,-,-,-,日本,ポイント、残高の獲得,スシロー - 大通り店,PayPayポイント,-,本人,05012200000325
2025/08/27 22:45:32,"4,385",-,-,-,-,日本,支払い,スシロー - 大通り店,クレジット Mastercard 0000,ー回払い,本人,05012200000325
2025/08/28 08:45:56,-,210,-,-,-,日本,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,本人,05012200000328
2025/08/28 08:45:56,"14,021",-,-,-,-,日本,支払い,Amazon.co.jp,PayPay残高,-,本人,05012200000328
2025/08/28 21:06:42,-,12,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000326
2025/08/28 21:06:42,"2,465",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000326
2025/08/28 22:35:14,-,13,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000327
2025/08/28 22:35:14,915,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000327
2025/08/31 19:47:29,-,31,-,-,-,日本,ポイント、残高の獲得,ニトリ - 北町店,PayPayポイント,-,本人,05012200000330
2025/08/31 19:47:29,"2,080",-,-,-,-,日本,支払い,ニトリ - 北町店,クレジット Mastercard 0000,ー回払い,本人,05012200000330
2025/08/31 22:37:49,-,75,-,-,-,日本,ポイント、残高の獲得,ユニクロ - 大通り店,PayPayポイント,-,本人,05012200000329
2025/08/31 22:37:49,"7,587",-,-,-,-,日本,支払い,ユニクロ - 大通り店,PayPayあと払い,-,本人,05012200000329
2025/09/01 11:54:33,-,7,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000339
2025/09/01 11:54:33,750,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000339
2025/09/01 14:32:45,-,5,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000338
2025/09/01 14:32:45,"1,126",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000338
2025/09/02 14:25:26,-,9,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000341
2025/09/02 14:25:26,"1,897",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000341
2025/09/02 22:00:49,-,11,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000340
2025/09/02 22:00:49,745,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000340
2025/09/03 21:29:59,-,154,-,-,-,日本,ポイント、残高の獲得,ABCマート - 駅ビル店,PayPayポイント,-,本人,05012200000342
2025/09/03 21:29:59,"10,294",-,-,-,-,日本,支払い,ABCマート - 駅ビル店,PayPay残高,-,本人,05012200000342
2025/09/04 09:47:16,-,54,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000344
2025/09/04 09:47:16,"5,403",-,-,-,-,日本,支払い,Yahoo!ショッピング,PayPay残高,-,本人,05012200000344
2025/09/04 15:11:06,-,20,-,-,-,日本,ポイント、残高の獲得,ガスト - 中央店,PayPayポイント,-,本人,05012200000343
2025/09/04 15:11:06,"2,026",-,-,-,-,日本,支払い,ガスト - 中央店,PayPay残高,-,本人,05012200000343
2025/09/06 11:21:20,-,20,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000345
2025/09/06 11:21:20,"1,391",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000345
2025/09/08 12:06:49,-,30,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000346
2025/09/08 12:06:49,"6,091",-,-,-,-,日本,支払い,Yahoo!ショッピング,PayPay残高,-,本人,05012200000346
2025/09/08 16:53:12,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000332
2025/09/09 14:27:48,-,7,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000347
2025/09/09 14:27:48,"1,462",-,-,-,-,日本,支払い,交通系ICチャージ,クレジット Mastercard 0000,ー回払い,本人,05012200000347
2025/09/09 22:13:05,"4,344",-,-,-,-,日本,支払い,水道料金 請求書払い,PayPay残高,-,本人,05012200000336
2025/09/11 21:19:15,-,13,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000348
2025/09/11 21:19:15,"2,773",-,-,-,-,日本,支払い,交通系ICチャージ,PayPay残高,-,本人,05012200000348
2025/09/12 07:36:49,-,3,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000349
2025/09/12 07:36:49,335,-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPayあと払い,-,本人,05012200000349
2025/09/12 09:59:25,-,28,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000350
2025/09/12 09:59:25,"2,819",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPayあと払い,-,本人,05012200000350
2025/09/12 14:49:53,980,-,-,-,-,日本,支払い,Spotify,クレジット Mastercard 0000,ー回払い,本人,05012200000333
2025/09/14 08:26:33,-,8,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000351
2025/09/14 08:26:33,572,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPay残高,-,本人,05012200000351
2025/09/14 09:09:27,-,9,-,-,-,日本,ポイント、残高の獲得,マクドナルド 西口店,PayPayポイント,-,本人,05012200000352
2025/09/14 09:09:27,938,-,-,-,-,日本,支払い,マクドナルド 西口店,クレジット Mastercard 0000,ー回払い,本人,05012200000352
2025/09/15 07:05:19,-,7,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000354
2025/09/15 07:05:19,"1,467",-,-,-,-,日本,支払い,すき家 - 東口店,PayPayあと払い,-,本人,05012200000354
2025/09/15 07:26:05,"3,511",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000335
2025/09/15 09:55:03,-,40,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000355
2025/09/15 09:55:03,"2,680",-,-,-,-,日本,支払い,Yahoo!ショッピング,PayPay残高,-,本人,05012200000355
2025/09/15 22:40:04,-,11,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000353
2025/09/15 22:40:04,"1,132",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000353
2025/09/16 12:01:44,-,12,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000357
2025/09/16 12:01:44,"2,514",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000357
2025/09/16 20:46:27,-,3,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000356
2025/09/16 20:46:27,713,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000356
2025/09/18 12:04:20,-,3,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000358
2025/09/18 12:04:20,606,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPayあと払い,-,本人,05012200000358
2025/09/18 12:47:13,-,95,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000360
2025/09/18 12:47:13,"6,394",-,-,-,-,日本,支払い,Yahoo!ショッピング,クレジット Mastercard 0000,ー回払い,本人,05012200000360
2025/09/18 14:03:12,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000331
2025/09/18 21:33:55,-,68,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000359
2025/09/18 21:33:55,"4,584",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000359
2025/09/19 07:25:11,-,50,-,-,-,日本,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,本人,05012200000361
2025/09/19 07:25:11,"10,154",-,-,-,-,日本,支払い,Amazon.co.jp,PayPay残高,-,本人,05012200000361
2025/09/20 11:10:25,-,39,-,-,-,日本,ポイント、残高の獲得,ウエルシア薬局 中央店,PayPayポイント,-,本人,05012200000363
2025/09/20 11:10:25,"3,951",-,-,-,-,日本,支払い,ウエルシア薬局 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000363
2025/09/20 11:26:40,-,20,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000362
2025/09/20 11:26:40,"2,002",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000362
2025/09/21 10:35:53,"7,613",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000334
2025/09/21 13:30:20,-,4,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000364
2025/09/21 13:30:20,427,-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPay残高,-,本人,05012200000364
2025/09/22 17:06:15,-,4,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000365
2025/09/22 17:06:15,825,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000365
2025/09/23 17:49:04,-,34,-,-,-,日本,ポイント、残高の獲得,ブックオフ - 大通り店,PayPayポイント,-,本人,05012200000367
